chunk_id,text
4665,Medicine Name: Famotidine. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet daily.
4666,Medicine Name: Levocetirizine. Strength: 10ml. Used for: Diabetes. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet after meals.
4667,Medicine Name: Ranitidine. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet at night.
4668,Medicine Name: Famotidine. Strength: 250mg. Used for: Acidity. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: As directed by doctor.
4669,Medicine Name: Dolo. Strength: 250mg. Used for: Dehydration. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet daily.
4670,Medicine Name: Ranitidine. Strength: 100mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4671,Medicine Name: Metformin. Strength: 200ml. Used for: Pain. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet daily.
4672,Medicine Name: Glimepiride. Strength: 500mg. Used for: Diabetes. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet daily.
4673,Medicine Name: Diclofenac. Strength: 500mg. Used for: Throat Infection. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: As directed by doctor.
4674,Medicine Name: Ranitidine. Strength: 100mg. Used for: Inflammation. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4675,Medicine Name: Cetirizine. Strength: 10ml. Used for: Pain. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet at night.
4676,Medicine Name: Famotidine. Strength: 650mg. Used for: Immunity Boost. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
4677,Medicine Name: Cetirizine. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: As directed by doctor.
4678,Medicine Name: Ors. Strength: 500mg. Used for: Pain. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet at night.
4679,Medicine Name: Metformin. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet daily.
4680,Medicine Name: Ors. Strength: 500mg. Used for: Cold. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4681,Medicine Name: Cetirizine. Strength: 100mg. Used for: Pain. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet at night.
4682,Medicine Name: Ranitidine. Strength: 10ml. Used for: Dehydration. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet at night.
4683,Medicine Name: Diclofenac. Strength: 200ml. Used for: Diabetes. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4684,Medicine Name: Insulin. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4685,Medicine Name: Glimepiride. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet daily.
4686,Medicine Name: Famotidine. Strength: 200ml. Used for: Immunity Boost. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet daily.
4687,Medicine Name: Ors. Strength: 200ml. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4688,Medicine Name: Ibuprofen. Strength: 500mg. Used for: Acidity. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: As directed by doctor.
4689,Medicine Name: Ors. Strength: 650mg. Used for: Cold. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet daily.
4690,Medicine Name: Paracetamol. Strength: 200ml. Used for: Dehydration. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: As directed by doctor.
4691,Medicine Name: Clarithromycin. Strength: 650mg. Used for: Allergy. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4692,Medicine Name: Cetirizine. Strength: 10ml. Used for: Headache. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet at night.
4693,Medicine Name: Crocin. Strength: 250mg. Used for: Inflammation. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet at night.
4694,Medicine Name: Cetirizine. Strength: 10ml. Used for: Inflammation. Alternative medicines: Crocin. Stock Available: NO. Dosage: As directed by doctor.
4695,Medicine Name: Paracetamol. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4696,Medicine Name: Ibuprofen. Strength: 650mg. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet after meals.
4697,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Allergy. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4698,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Inflammation. Alternative medicines: ORS. Stock Available: YES. Dosage: As directed by doctor.
4699,Medicine Name: Azithromycin. Strength: 250mg. Used for: Pain. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
4700,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet after meals.
4701,Medicine Name: Insulin. Strength: 250mg. Used for: Cold. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4702,Medicine Name: Amoxicillin. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4703,Medicine Name: Metformin. Strength: 200ml. Used for: Allergy. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet after meals.
4704,Medicine Name: Ibuprofen. Strength: 200ml. Used for: Fever. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4705,Medicine Name: Ranitidine. Strength: 500mg. Used for: Acidity. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4706,Medicine Name: Crocin. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: NO. Dosage: As directed by doctor.
4707,Medicine Name: Azithromycin. Strength: 100mg. Used for: Dehydration. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet daily.
4708,Medicine Name: Glimepiride. Strength: 400mg. Used for: Pain. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet at night.
4709,Medicine Name: Cetirizine. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4710,Medicine Name: Crocin. Strength: 10ml. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet after meals.
4711,Medicine Name: Metformin. Strength: 500mg. Used for: Fever. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4712,Medicine Name: Amoxicillin. Strength: 650mg. Used for: Fever. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet daily.
4713,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4714,Medicine Name: Crocin. Strength: 200ml. Used for: Inflammation. Alternative medicines: Metformin. Stock Available: YES. Dosage: As directed by doctor.
4715,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Acidity. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet after meals.
4716,Medicine Name: Dolo. Strength: 400mg. Used for: Allergy. Alternative medicines: Electral. Stock Available: YES. Dosage: As directed by doctor.
4717,Medicine Name: Cetirizine. Strength: 400mg. Used for: Pain. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet daily.
4718,Medicine Name: Paracetamol. Strength: 500mg. Used for: Bacterial Infection. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet after meals.
4719,Medicine Name: Amoxicillin. Strength: 500mg. Used for: Inflammation. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet daily.
4720,Medicine Name: Azithromycin. Strength: 10ml. Used for: Acidity. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4721,Medicine Name: Ranitidine. Strength: 500mg. Used for: Dehydration. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet after meals.
4722,Medicine Name: Famotidine. Strength: 10ml. Used for: Allergy. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet at night.
4723,Medicine Name: Ranitidine. Strength: 100mg. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: As directed by doctor.
4724,Medicine Name: Insulin. Strength: 200ml. Used for: Inflammation. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet daily.
4725,Medicine Name: Ibuprofen. Strength: 400mg. Used for: Diabetes. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet at night.
4726,Medicine Name: Dolo. Strength: 400mg. Used for: Dehydration. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4727,Medicine Name: Famotidine. Strength: 500mg. Used for: Fever. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: As directed by doctor.
4728,Medicine Name: Diclofenac. Strength: 500mg. Used for: Pain. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet daily.
4729,Medicine Name: Diclofenac. Strength: 10ml. Used for: Inflammation. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet daily.
4730,Medicine Name: Vitamin C. Strength: 250mg. Used for: Acidity. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet after meals.
4731,Medicine Name: Crocin. Strength: 100mg. Used for: Diabetes. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4732,Medicine Name: Diclofenac. Strength: 100mg. Used for: Pain. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet after meals.
4733,Medicine Name: Clarithromycin. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4734,Medicine Name: Ibuprofen. Strength: 400mg. Used for: Pain. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet after meals.
4735,Medicine Name: Glimepiride. Strength: 500mg. Used for: Pain. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet after meals.
4736,Medicine Name: Ranitidine. Strength: 650mg. Used for: Allergy. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet daily.
4737,Medicine Name: Glimepiride. Strength: 250mg. Used for: Headache. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4738,Medicine Name: Metformin. Strength: 400mg. Used for: Fever. Alternative medicines: Zincovit. Stock Available: YES. Dosage: As directed by doctor.
4739,Medicine Name: Famotidine. Strength: 650mg. Used for: Dehydration. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: As directed by doctor.
4740,Medicine Name: Crocin. Strength: 500mg. Used for: Inflammation. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4741,Medicine Name: Ors. Strength: 250mg. Used for: Headache. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet after meals.
4742,Medicine Name: Cetirizine. Strength: 100mg. Used for: Diabetes. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet after meals.
4743,Medicine Name: Crocin. Strength: 400mg. Used for: Acidity. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet at night.
4744,Medicine Name: Azithromycin. Strength: 200ml. Used for: Pain. Alternative medicines: Electral. Stock Available: NO. Dosage: As directed by doctor.
4745,Medicine Name: Paracetamol. Strength: 400mg. Used for: Diabetes. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4746,Medicine Name: Paracetamol. Strength: 250mg. Used for: Fever. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: As directed by doctor.
4747,Medicine Name: Metformin. Strength: 250mg. Used for: Acidity. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: As directed by doctor.
4748,Medicine Name: Clarithromycin. Strength: 400mg. Used for: Fever. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet at night.
4749,Medicine Name: Dolo. Strength: 500mg. Used for: Acidity. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet at night.
4750,Medicine Name: Metformin. Strength: 250mg. Used for: Immunity Boost. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 tablet at night.
4751,Medicine Name: Zincovit. Strength: 100mg. Used for: Allergy. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet after meals.
4752,Medicine Name: Paracetamol. Strength: 650mg. Used for: Inflammation. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: As directed by doctor.
4753,Medicine Name: Azithromycin. Strength: 650mg. Used for: Throat Infection. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet daily.
4754,Medicine Name: Crocin. Strength: 400mg. Used for: Cold. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4755,Medicine Name: Glimepiride. Strength: 10ml. Used for: Diabetes. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet at night.
4756,Medicine Name: Ors. Strength: 100mg. Used for: Allergy. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet after meals.
4757,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Cold. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4758,Medicine Name: Cetirizine. Strength: 200ml. Used for: Diabetes. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet at night.
4759,Medicine Name: Glimepiride. Strength: 500mg. Used for: Dehydration. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4760,Medicine Name: Cetirizine. Strength: 400mg. Used for: Dehydration. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet daily.
4761,Medicine Name: Ors. Strength: 400mg. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: As directed by doctor.
4762,Medicine Name: Ors. Strength: 500mg. Used for: Bacterial Infection. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: As directed by doctor.
4763,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4764,Medicine Name: Levocetirizine. Strength: 500mg. Used for: Acidity. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: As directed by doctor.
4765,Medicine Name: Ibuprofen. Strength: 500mg. Used for: Pain. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet at night.
4766,Medicine Name: Paracetamol. Strength: 500mg. Used for: Dehydration. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4767,Medicine Name: Crocin. Strength: 650mg. Used for: Allergy. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet at night.
4768,Medicine Name: Ranitidine. Strength: 250mg. Used for: Headache. Alternative medicines: Insulin. Stock Available: YES. Dosage: As directed by doctor.
4769,Medicine Name: Azithromycin. Strength: 400mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4770,Medicine Name: Dolo. Strength: 10ml. Used for: Diabetes. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet daily.
4771,Medicine Name: Ors. Strength: 500mg. Used for: Dehydration. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4772,Medicine Name: Glimepiride. Strength: 100mg. Used for: Diabetes. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet at night.
4773,Medicine Name: Vitamin C. Strength: 250mg. Used for: Pain. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: As directed by doctor.
4774,Medicine Name: Diclofenac. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4775,Medicine Name: Famotidine. Strength: 100mg. Used for: Fever. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet at night.
4776,Medicine Name: Dolo. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: As directed by doctor.
4777,Medicine Name: Diclofenac. Strength: 250mg. Used for: Diabetes. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: As directed by doctor.
4778,Medicine Name: Paracetamol. Strength: 250mg. Used for: Headache. Alternative medicines: Insulin. Stock Available: NO. Dosage: As directed by doctor.
4779,Medicine Name: Metformin. Strength: 400mg. Used for: Dehydration. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
4780,Medicine Name: Cetirizine. Strength: 400mg. Used for: Fever. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4781,Medicine Name: Vitamin C. Strength: 250mg. Used for: Inflammation. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet after meals.
4782,Medicine Name: Cetirizine. Strength: 250mg. Used for: Acidity. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4783,Medicine Name: Ors. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4784,Medicine Name: Glimepiride. Strength: 500mg. Used for: Diabetes. Alternative medicines: Dolo. Stock Available: YES. Dosage: As directed by doctor.
4785,Medicine Name: Ors. Strength: 500mg. Used for: Diabetes. Alternative medicines: ORS. Stock Available: NO. Dosage: As directed by doctor.
4786,Medicine Name: Insulin. Strength: 400mg. Used for: Acidity. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet after meals.
4787,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Pain. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: As directed by doctor.
4788,Medicine Name: Diclofenac. Strength: 100mg. Used for: Acidity. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet at night.
4789,Medicine Name: Metformin. Strength: 250mg. Used for: Allergy. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4790,Medicine Name: Zincovit. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet daily.
4791,Medicine Name: Amoxicillin. Strength: 650mg. Used for: Diabetes. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4792,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Fever. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet daily.
4793,Medicine Name: Glimepiride. Strength: 650mg. Used for: Immunity Boost. Alternative medicines: Famotidine. Stock Available: YES. Dosage: As directed by doctor.
4794,Medicine Name: Diclofenac. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet daily.
4795,Medicine Name: Amoxicillin. Strength: 500mg. Used for: Throat Infection. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: As directed by doctor.
4796,Medicine Name: Clarithromycin. Strength: 250mg. Used for: Allergy. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4797,Medicine Name: Vitamin C. Strength: 400mg. Used for: Diabetes. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet at night.
4798,Medicine Name: Levocetirizine. Strength: 400mg. Used for: Cold. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet daily.
4799,Medicine Name: Levocetirizine. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4800,Medicine Name: Cetirizine. Strength: 650mg. Used for: Inflammation. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet at night.
4801,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Pain. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet at night.
4802,Medicine Name: Crocin. Strength: 400mg. Used for: Immunity Boost. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4803,Medicine Name: Ranitidine. Strength: 200ml. Used for: Acidity. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4804,Medicine Name: Clarithromycin. Strength: 500mg. Used for: Pain. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet daily.
4805,Medicine Name: Cetirizine. Strength: 650mg. Used for: Throat Infection. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet daily.
4806,Medicine Name: Diclofenac. Strength: 100mg. Used for: Headache. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 tablet after meals.
4807,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Allergy. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet after meals.
4808,Medicine Name: Diclofenac. Strength: 100mg. Used for: Inflammation. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet at night.
4809,Medicine Name: Metformin. Strength: 100mg. Used for: Headache. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet at night.
4810,Medicine Name: Famotidine. Strength: 100mg. Used for: Diabetes. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4811,Medicine Name: Glimepiride. Strength: 500mg. Used for: Headache. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: As directed by doctor.
4812,Medicine Name: Clarithromycin. Strength: 400mg. Used for: Headache. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet after meals.
4813,Medicine Name: Azithromycin. Strength: 500mg. Used for: Fever. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4814,Medicine Name: Ors. Strength: 100mg. Used for: Dehydration. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet daily.
4815,Medicine Name: Famotidine. Strength: 650mg. Used for: Immunity Boost. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: As directed by doctor.
4816,Medicine Name: Electral. Strength: 400mg. Used for: Immunity Boost. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet daily.
4817,Medicine Name: Metformin. Strength: 400mg. Used for: Headache. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet daily.
4818,Medicine Name: Ors. Strength: 500mg. Used for: Headache. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet after meals.
4819,Medicine Name: Vitamin C. Strength: 10ml. Used for: Cold. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
4820,Medicine Name: Ors. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet at night.
4821,Medicine Name: Ors. Strength: 200ml. Used for: Fever. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet after meals.
4822,Medicine Name: Metformin. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet at night.
4823,Medicine Name: Ibuprofen. Strength: 200ml. Used for: Throat Infection. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet after meals.
4824,Medicine Name: Diclofenac. Strength: 400mg. Used for: Allergy. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet at night.
4825,Medicine Name: Diclofenac. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet daily.
4826,Medicine Name: Clarithromycin. Strength: 500mg. Used for: Pain. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet after meals.
4827,Medicine Name: Famotidine. Strength: 400mg. Used for: Dehydration. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
4828,Medicine Name: Zincovit. Strength: 10ml. Used for: Inflammation. Alternative medicines: Glimepiride. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4829,Medicine Name: Famotidine. Strength: 200ml. Used for: Immunity Boost. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4830,Medicine Name: Electral. Strength: 200ml. Used for: Fever. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet at night.
4831,Medicine Name: Famotidine. Strength: 250mg. Used for: Pain. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 tablet daily.
4832,Medicine Name: Amoxicillin. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Famotidine. Stock Available: NO. Dosage: As directed by doctor.
4833,Medicine Name: Famotidine. Strength: 10ml. Used for: Pain. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4834,Medicine Name: Amoxicillin. Strength: 650mg. Used for: Dehydration. Alternative medicines: Metformin. Stock Available: NO. Dosage: As directed by doctor.
4835,Medicine Name: Dolo. Strength: 200ml. Used for: Cold. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: As directed by doctor.
4836,Medicine Name: Zincovit. Strength: 10ml. Used for: Pain. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
4837,Medicine Name: Ibuprofen. Strength: 100mg. Used for: Bacterial Infection. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet at night.
4838,Medicine Name: Glimepiride. Strength: 650mg. Used for: Allergy. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: As directed by doctor.
4839,Medicine Name: Cetirizine. Strength: 100mg. Used for: Acidity. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet daily.
4840,Medicine Name: Insulin. Strength: 250mg. Used for: Headache. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet after meals.
4841,Medicine Name: Dolo. Strength: 100mg. Used for: Headache. Alternative medicines: Insulin. Stock Available: NO. Dosage: As directed by doctor.
4842,Medicine Name: Glimepiride. Strength: 200ml. Used for: Diabetes. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: As directed by doctor.
4843,Medicine Name: Levocetirizine. Strength: 100mg. Used for: Headache. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4844,Medicine Name: Electral. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet daily.
4845,Medicine Name: Insulin. Strength: 10ml. Used for: Dehydration. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet daily.
4846,Medicine Name: Clarithromycin. Strength: 500mg. Used for: Immunity Boost. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet at night.
4847,Medicine Name: Ors. Strength: 400mg. Used for: Dehydration. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet at night.
4848,Medicine Name: Dolo. Strength: 400mg. Used for: Headache. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
4849,Medicine Name: Clarithromycin. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet at night.
4850,Medicine Name: Insulin. Strength: 650mg. Used for: Inflammation. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet daily.
4851,Medicine Name: Ors. Strength: 100mg. Used for: Headache. Alternative medicines: Electral. Stock Available: YES. Dosage: As directed by doctor.
