Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
7421,Amoxicillin,400mg,Throat Infection,ORS,Yes,1 tablet daily
7422,Electral,500mg,Inflammation,Amoxicillin,Yes,1 tablet daily
7423,Paracetamol,200ml,Cold,Azithromycin,No,1 capsule every 8 hrs
7424,Azithromycin,100mg,Inflammation,Cetirizine,No,1 capsule every 8 hrs
7425,Paracetamol,10ml,Diabetes,Levocetirizine,Yes,1 tablet every 6 hrs
7426,Clarithromycin,200ml,Fever,Diclofenac,No,As directed by doctor
7427,Glimepiride,100mg,Cold,Clarithromycin,No,1 tablet at night
7428,Azithromycin,10ml,Dehydration,ORS,Yes,1 tablet every 6 hrs
7429,Glimepiride,10ml,Dehydration,Electral,Yes,1 tablet after meals
7430,Ranitidine,10ml,Pain,Cetirizine,No,1 tablet at night
7431,Famotidine,200ml,Fever,Paracetamol,No,1 tablet after meals
7432,Azithromycin,650mg,Allergy,Electral,No,1 tablet after meals
7433,Ranitidine,400mg,Inflammation,Vitamin C,Yes,1 tablet every 6 hrs
7434,Diclofenac,250mg,Inflammation,Ibuprofen,Yes,1 tablet every 6 hrs
7435,Insulin,650mg,Diabetes,Cetirizine,No,1 tablet after meals
7436,Glimepiride,400mg,Diabetes,ORS,No,1 tablet every 6 hrs
7437,Cetirizine,500mg,Bacterial Infection,Azithromycin,No,1 tablet after meals
7438,Paracetamol,10ml,Cold,Clarithromycin,Yes,As directed by doctor
7439,Vitamin C,200ml,Allergy,Vitamin C,Yes,1 tablet after meals
7440,ORS,500mg,Pain,Zincovit,Yes,As directed by doctor
7441,Azithromycin,650mg,Fever,Famotidine,No,1 tablet every 6 hrs
7442,ORS,250mg,Dehydration,Clarithromycin,No,1 tablet every 6 hrs
7443,Azithromycin,650mg,Headache,Metformin,No,1 tablet after meals
7444,Electral,500mg,Dehydration,ORS,Yes,As directed by doctor
7445,Paracetamol,650mg,Throat Infection,Glimepiride,No,1 tablet every 6 hrs
7446,ORS,500mg,Acidity,Clarithromycin,Yes,1 tablet every 6 hrs
7447,Crocin,100mg,Bacterial Infection,Famotidine,No,1 tablet daily
7448,Zincovit,400mg,Headache,Glimepiride,No,1 tablet every 6 hrs
7449,Ibuprofen,650mg,Inflammation,Azithromycin,No,1 tablet every 6 hrs
7450,Dolo,250mg,Inflammation,Dolo,Yes,1 tablet after meals
7451,Glimepiride,500mg,Inflammation,Paracetamol,No,1 tablet daily
7452,Diclofenac,400mg,Immunity Boost,Paracetamol,Yes,1 tablet at night
7453,Clarithromycin,10ml,Inflammation,Electral,Yes,1 tablet after meals
7454,Cetirizine,200ml,Allergy,Zincovit,Yes,As directed by doctor
7455,Ranitidine,250mg,Throat Infection,Vitamin C,No,1 tablet at night
7456,Crocin,650mg,Throat Infection,Vitamin C,Yes,1 tablet every 6 hrs
7457,Zincovit,100mg,Pain,Crocin,No,1 capsule every 8 hrs
7458,Cetirizine,650mg,Bacterial Infection,Electral,No,1 tablet every 6 hrs
7459,Cetirizine,500mg,Headache,Cetirizine,Yes,1 tablet at night
7460,Vitamin C,650mg,Dehydration,Famotidine,No,1 tablet after meals
7461,Clarithromycin,400mg,Inflammation,Vitamin C,No,1 tablet at night
7462,Ranitidine,500mg,Pain,Glimepiride,No,1 tablet at night
7463,Ibuprofen,650mg,Cold,Diclofenac,No,1 tablet daily
7464,Diclofenac,200ml,Acidity,Famotidine,No,1 capsule every 8 hrs
7465,Paracetamol,10ml,Inflammation,Ranitidine,No,1 tablet daily
7466,Ranitidine,200ml,Fever,Azithromycin,Yes,1 capsule every 8 hrs
7467,Cetirizine,500mg,Pain,Amoxicillin,No,1 tablet every 6 hrs
7468,Amoxicillin,10ml,Pain,Azithromycin,Yes,1 capsule every 8 hrs
7469,Amoxicillin,10ml,Pain,Ranitidine,Yes,1 tablet at night
7470,Ibuprofen,250mg,Diabetes,Ranitidine,No,1 tablet daily
7471,Vitamin C,100mg,Dehydration,Cetirizine,No,1 tablet daily
7472,ORS,500mg,Immunity Boost,Electral,Yes,1 tablet every 6 hrs
7473,Dolo,650mg,Diabetes,Vitamin C,Yes,1 tablet after meals
7474,Vitamin C,650mg,Inflammation,Crocin,Yes,As directed by doctor
7475,Vitamin C,100mg,Fever,Cetirizine,Yes,1 tablet daily
7476,Famotidine,500mg,Headache,Electral,Yes,1 capsule every 8 hrs
7477,Clarithromycin,500mg,Cold,Diclofenac,Yes,1 tablet at night
7478,Cetirizine,500mg,Inflammation,Glimepiride,Yes,1 capsule every 8 hrs
7479,Metformin,650mg,Acidity,Cetirizine,Yes,1 tablet every 6 hrs
7480,Zincovit,650mg,Cold,Ibuprofen,Yes,1 capsule every 8 hrs
7481,ORS,400mg,Cold,Famotidine,Yes,1 tablet every 6 hrs
7482,Diclofenac,100mg,Pain,Ibuprofen,No,As directed by doctor
7483,Vitamin C,10ml,Dehydration,Amoxicillin,No,1 tablet at night
7484,Ibuprofen,500mg,Throat Infection,ORS,Yes,1 capsule every 8 hrs
7485,Paracetamol,250mg,Cold,Clarithromycin,Yes,1 tablet after meals
7486,Clarithromycin,200ml,Pain,Diclofenac,No,1 tablet after meals
7487,Ibuprofen,100mg,Headache,Amoxicillin,No,1 tablet after meals
7488,ORS,400mg,Allergy,Clarithromycin,Yes,1 tablet daily
7489,Diclofenac,500mg,Throat Infection,Electral,No,1 capsule every 8 hrs
7490,Insulin,200ml,Fever,Dolo,Yes,As directed by doctor
7491,Diclofenac,500mg,Dehydration,Insulin,Yes,1 capsule every 8 hrs
7492,Paracetamol,400mg,Allergy,Amoxicillin,No,As directed by doctor
7493,Cetirizine,100mg,Headache,Metformin,Yes,1 tablet at night
7494,Diclofenac,250mg,Pain,Paracetamol,Yes,1 tablet at night
7495,Cetirizine,10ml,Dehydration,Cetirizine,Yes,1 tablet at night
7496,Paracetamol,100mg,Throat Infection,Clarithromycin,No,1 tablet at night
7497,Paracetamol,100mg,Bacterial Infection,Vitamin C,No,1 tablet every 6 hrs
7498,Zincovit,250mg,Immunity Boost,Crocin,No,1 capsule every 8 hrs
7499,Azithromycin,250mg,Acidity,Azithromycin,Yes,1 tablet at night
7500,Zincovit,250mg,Fever,Ranitidine,No,1 tablet every 6 hrs
7501,Zincovit,500mg,Immunity Boost,Ranitidine,No,1 tablet every 6 hrs
7502,Ranitidine,400mg,Diabetes,Ranitidine,Yes,As directed by doctor
7503,Ranitidine,100mg,Inflammation,Zincovit,Yes,1 capsule every 8 hrs
7504,Crocin,650mg,Bacterial Infection,Glimepiride,No,1 tablet every 6 hrs
7505,Clarithromycin,10ml,Fever,Cetirizine,No,1 tablet daily
7506,Levocetirizine,100mg,Bacterial Infection,Cetirizine,Yes,1 tablet at night
7507,Vitamin C,200ml,Cold,Vitamin C,No,1 tablet every 6 hrs
7508,Glimepiride,250mg,Cold,Clarithromycin,Yes,As directed by doctor
7509,Azithromycin,200ml,Allergy,Levocetirizine,No,1 tablet at night
7510,Paracetamol,400mg,Headache,Amoxicillin,Yes,1 tablet at night
7511,Azithromycin,500mg,Diabetes,ORS,Yes,As directed by doctor
7512,Crocin,100mg,Dehydration,Crocin,Yes,As directed by doctor
7513,Diclofenac,650mg,Allergy,Levocetirizine,Yes,As directed by doctor
7514,Electral,200ml,Pain,Levocetirizine,No,1 capsule every 8 hrs
7515,Amoxicillin,500mg,Allergy,Ranitidine,Yes,1 tablet every 6 hrs
7516,Cetirizine,650mg,Headache,Diclofenac,Yes,1 tablet every 6 hrs
7517,Famotidine,500mg,Inflammation,Azithromycin,Yes,1 tablet at night
7518,Amoxicillin,650mg,Bacterial Infection,Vitamin C,Yes,1 tablet at night
7519,Ranitidine,500mg,Fever,Ibuprofen,No,1 tablet at night
7520,Crocin,250mg,Fever,Cetirizine,Yes,1 tablet every 6 hrs
7521,Amoxicillin,400mg,Throat Infection,Levocetirizine,Yes,1 tablet daily
7522,Famotidine,10ml,Acidity,Vitamin C,Yes,1 capsule every 8 hrs
7523,Vitamin C,200ml,Diabetes,Vitamin C,Yes,1 capsule every 8 hrs
7524,Diclofenac,500mg,Acidity,Clarithromycin,No,1 tablet after meals
7525,Vitamin C,100mg,Inflammation,Metformin,No,1 tablet at night
7526,Clarithromycin,250mg,Bacterial Infection,Azithromycin,No,As directed by doctor
7527,Dolo,200ml,Allergy,Levocetirizine,Yes,As directed by doctor
7528,Diclofenac,250mg,Immunity Boost,ORS,Yes,1 tablet at night
7529,Vitamin C,100mg,Acidity,Crocin,No,1 tablet every 6 hrs
7530,Azithromycin,10ml,Diabetes,Levocetirizine,No,1 tablet every 6 hrs
7531,Azithromycin,100mg,Diabetes,Clarithromycin,No,1 tablet daily
7532,ORS,400mg,Cold,Insulin,Yes,1 tablet daily
7533,Electral,250mg,Fever,Famotidine,Yes,As directed by doctor
7534,Diclofenac,10ml,Allergy,Paracetamol,No,As directed by doctor
7535,Paracetamol,250mg,Bacterial Infection,Azithromycin,Yes,1 capsule every 8 hrs
7536,Amoxicillin,200ml,Allergy,Dolo,No,1 tablet at night
7537,Famotidine,650mg,Diabetes,Azithromycin,Yes,1 capsule every 8 hrs
7538,Insulin,400mg,Fever,Clarithromycin,Yes,1 capsule every 8 hrs
7539,Electral,10ml,Fever,Dolo,Yes,1 capsule every 8 hrs
7540,Clarithromycin,250mg,Acidity,Ranitidine,No,1 tablet daily
7541,Diclofenac,500mg,Dehydration,Diclofenac,No,As directed by doctor
7542,Famotidine,250mg,Diabetes,Vitamin C,Yes,1 tablet daily
7543,Vitamin C,200ml,Bacterial Infection,Crocin,Yes,As directed by doctor
7544,Glimepiride,100mg,Bacterial Infection,Famotidine,No,1 tablet after meals
7545,Metformin,400mg,Immunity Boost,Clarithromycin,Yes,1 tablet after meals
7546,Diclofenac,250mg,Cold,Metformin,Yes,1 tablet every 6 hrs
7547,Azithromycin,650mg,Inflammation,Zincovit,No,1 tablet after meals
7548,Electral,100mg,Cold,Amoxicillin,No,As directed by doctor
7549,Clarithromycin,400mg,Bacterial Infection,Levocetirizine,No,1 tablet after meals
7550,Ranitidine,100mg,Allergy,Zincovit,Yes,1 capsule every 8 hrs
7551,Ranitidine,200ml,Throat Infection,Clarithromycin,No,1 tablet at night
7552,Levocetirizine,400mg,Throat Infection,Glimepiride,No,1 tablet at night
7553,Zincovit,250mg,Headache,Ranitidine,Yes,1 tablet every 6 hrs
7554,Famotidine,10ml,Immunity Boost,Azithromycin,No,As directed by doctor
7555,Paracetamol,500mg,Throat Infection,Zincovit,Yes,1 tablet every 6 hrs
7556,Levocetirizine,650mg,Acidity,Glimepiride,No,1 tablet daily
7557,Crocin,650mg,Dehydration,Electral,Yes,1 tablet after meals
7558,Azithromycin,500mg,Cold,Paracetamol,Yes,As directed by doctor
7559,Dolo,650mg,Dehydration,Electral,No,1 capsule every 8 hrs
7560,Famotidine,10ml,Allergy,Famotidine,No,1 tablet daily
7561,Zincovit,200ml,Inflammation,Zincovit,No,1 capsule every 8 hrs
7562,Crocin,100mg,Allergy,Crocin,No,1 tablet at night
7563,Crocin,200ml,Immunity Boost,Levocetirizine,No,1 tablet after meals
7564,Paracetamol,10ml,Bacterial Infection,Dolo,Yes,1 tablet after meals
7565,Famotidine,100mg,Diabetes,Clarithromycin,No,1 tablet daily
7566,Dolo,200ml,Diabetes,Diclofenac,No,1 tablet at night
7567,Metformin,250mg,Immunity Boost,Famotidine,No,As directed by doctor
7568,Glimepiride,650mg,Pain,ORS,No,1 tablet at night
7569,Paracetamol,10ml,Allergy,Ibuprofen,Yes,1 tablet at night
7570,Vitamin C,100mg,Throat Infection,Azithromycin,No,As directed by doctor
7571,Crocin,10ml,Cold,Azithromycin,Yes,1 tablet after meals
7572,Zincovit,100mg,Fever,Levocetirizine,Yes,1 tablet at night
7573,Zincovit,200ml,Dehydration,Ibuprofen,Yes,1 tablet daily
7574,Levocetirizine,10ml,Fever,Metformin,No,1 tablet every 6 hrs
7575,Vitamin C,650mg,Diabetes,Glimepiride,Yes,As directed by doctor
7576,Levocetirizine,10ml,Cold,Glimepiride,Yes,1 tablet every 6 hrs
7577,Insulin,250mg,Inflammation,Ranitidine,Yes,1 tablet at night
7578,Insulin,500mg,Acidity,Glimepiride,Yes,1 tablet after meals
7579,Electral,200ml,Dehydration,Dolo,Yes,1 tablet at night
7580,Dolo,650mg,Inflammation,Diclofenac,No,1 tablet after meals
7581,Zincovit,100mg,Pain,Cetirizine,Yes,As directed by doctor
7582,Crocin,400mg,Throat Infection,Paracetamol,No,1 tablet every 6 hrs
7583,Ibuprofen,10ml,Inflammation,Zincovit,Yes,1 capsule every 8 hrs
7584,Electral,200ml,Dehydration,Electral,Yes,1 capsule every 8 hrs
7585,Ranitidine,10ml,Inflammation,Dolo,No,1 capsule every 8 hrs
7586,ORS,400mg,Diabetes,Glimepiride,Yes,1 tablet every 6 hrs
7587,ORS,100mg,Bacterial Infection,Levocetirizine,Yes,1 tablet after meals
7588,Metformin,500mg,Bacterial Infection,Clarithromycin,Yes,1 tablet every 6 hrs
7589,Diclofenac,10ml,Inflammation,Glimepiride,Yes,As directed by doctor
7590,Amoxicillin,250mg,Bacterial Infection,Azithromycin,No,1 tablet daily
7591,Diclofenac,200ml,Dehydration,Famotidine,Yes,1 tablet after meals
7592,Crocin,10ml,Throat Infection,Glimepiride,No,1 tablet after meals
7593,Amoxicillin,250mg,Acidity,Levocetirizine,No,1 tablet daily
7594,Zincovit,100mg,Immunity Boost,Paracetamol,Yes,1 tablet daily
7595,Amoxicillin,400mg,Headache,ORS,Yes,1 tablet after meals
7596,Crocin,650mg,Diabetes,Clarithromycin,Yes,1 tablet at night
7597,Metformin,100mg,Headache,Electral,No,1 tablet after meals
7598,Vitamin C,650mg,Headache,Amoxicillin,Yes,1 tablet after meals
7599,Amoxicillin,10ml,Acidity,Ranitidine,Yes,1 tablet daily
7600,Metformin,250mg,Headache,ORS,No,1 tablet daily
7601,ORS,10ml,Dehydration,Electral,Yes,1 tablet daily
7602,Famotidine,500mg,Cold,Diclofenac,No,1 capsule every 8 hrs
7603,Amoxicillin,10ml,Fever,Glimepiride,Yes,1 tablet every 6 hrs
7604,Clarithromycin,100mg,Cold,Paracetamol,No,1 tablet every 6 hrs
7605,Glimepiride,200ml,Pain,Ibuprofen,Yes,As directed by doctor
7606,Levocetirizine,250mg,Fever,Insulin,Yes,As directed by doctor
7607,Levocetirizine,500mg,Bacterial Infection,Ranitidine,No,1 tablet after meals
7608,Vitamin C,10ml,Throat Infection,Cetirizine,No,1 tablet daily
7609,Crocin,250mg,Dehydration,Amoxicillin,No,As directed by doctor
7610,Paracetamol,200ml,Immunity Boost,Zincovit,Yes,1 tablet daily
7611,Famotidine,500mg,Throat Infection,Cetirizine,Yes,As directed by doctor
7612,Famotidine,200ml,Headache,Zincovit,Yes,As directed by doctor
7613,Azithromycin,10ml,Diabetes,Dolo,Yes,1 capsule every 8 hrs
7614,Ibuprofen,10ml,Throat Infection,Azithromycin,No,As directed by doctor
7615,Cetirizine,200ml,Pain,Glimepiride,Yes,1 tablet daily
7616,Ranitidine,250mg,Dehydration,Amoxicillin,Yes,As directed by doctor
7617,Metformin,10ml,Fever,Dolo,No,1 capsule every 8 hrs
7618,Ibuprofen,100mg,Throat Infection,Insulin,Yes,1 tablet at night
7619,Metformin,650mg,Throat Infection,Zincovit,Yes,1 tablet at night
7620,Electral,400mg,Headache,Paracetamol,No,1 capsule every 8 hrs
7621,Diclofenac,10ml,Pain,Levocetirizine,Yes,As directed by doctor
7622,Azithromycin,100mg,Bacterial Infection,Ranitidine,Yes,1 tablet after meals
7623,Insulin,200ml,Allergy,Amoxicillin,Yes,1 tablet after meals
7624,Clarithromycin,500mg,Allergy,Famotidine,No,As directed by doctor
7625,Clarithromycin,650mg,Dehydration,Metformin,No,1 capsule every 8 hrs
7626,Azithromycin,100mg,Fever,Ibuprofen,No,1 capsule every 8 hrs
7627,Insulin,100mg,Acidity,Ranitidine,No,1 tablet after meals
7628,Glimepiride,200ml,Inflammation,Amoxicillin,No,1 tablet after meals
7629,Amoxicillin,10ml,Inflammation,Cetirizine,No,1 tablet at night
7630,Crocin,400mg,Acidity,Cetirizine,No,As directed by doctor
7631,Diclofenac,100mg,Pain,Zincovit,Yes,1 tablet daily
7632,Paracetamol,200ml,Fever,ORS,Yes,1 tablet after meals
7633,Insulin,250mg,Bacterial Infection,Crocin,No,1 tablet daily
7634,Levocetirizine,650mg,Throat Infection,Glimepiride,No,1 capsule every 8 hrs
7635,Insulin,650mg,Pain,Levocetirizine,No,As directed by doctor
7636,Ranitidine,250mg,Throat Infection,Crocin,Yes,1 tablet daily
7637,Famotidine,250mg,Headache,ORS,Yes,1 capsule every 8 hrs
7638,Insulin,10ml,Dehydration,Clarithromycin,No,1 capsule every 8 hrs
7639,Clarithromycin,10ml,Inflammation,Electral,No,1 tablet daily
7640,Famotidine,650mg,Cold,Paracetamol,Yes,1 tablet daily
7641,Famotidine,200ml,Fever,Glimepiride,No,1 capsule every 8 hrs
7642,Electral,400mg,Inflammation,Vitamin C,Yes,As directed by doctor
7643,Dolo,400mg,Fever,Paracetamol,No,1 capsule every 8 hrs
7644,Amoxicillin,500mg,Headache,Diclofenac,No,1 tablet daily
7645,Azithromycin,200ml,Fever,Ranitidine,No,1 tablet every 6 hrs
7646,Zincovit,650mg,Throat Infection,Azithromycin,No,As directed by doctor
7647,Crocin,250mg,Fever,Ranitidine,No,As directed by doctor
7648,Glimepiride,250mg,Immunity Boost,Azithromycin,Yes,As directed by doctor
7649,Ibuprofen,500mg,Immunity Boost,Electral,Yes,1 capsule every 8 hrs
7650,Levocetirizine,100mg,Fever,Zincovit,Yes,1 tablet every 6 hrs
7651,Amoxicillin,500mg,Headache,Cetirizine,Yes,As directed by doctor
7652,Electral,10ml,Throat Infection,Crocin,Yes,1 capsule every 8 hrs
7653,Amoxicillin,10ml,Dehydration,Cetirizine,Yes,As directed by doctor
7654,Insulin,250mg,Inflammation,Azithromycin,Yes,1 tablet daily
7655,Famotidine,100mg,Bacterial Infection,Zincovit,No,1 tablet every 6 hrs
7656,Azithromycin,250mg,Inflammation,Metformin,Yes,1 capsule every 8 hrs
7657,Paracetamol,10ml,Pain,Zincovit,No,1 tablet daily
7658,Crocin,10ml,Bacterial Infection,Clarithromycin,Yes,1 tablet every 6 hrs
7659,Dolo,100mg,Cold,Zincovit,Yes,As directed by doctor
7660,Zincovit,200ml,Immunity Boost,Cetirizine,No,1 capsule every 8 hrs
7661,Ibuprofen,200ml,Bacterial Infection,Famotidine,No,1 tablet every 6 hrs
7662,Paracetamol,100mg,Fever,Famotidine,Yes,1 capsule every 8 hrs
7663,Dolo,250mg,Diabetes,Vitamin C,Yes,1 tablet after meals
7664,Paracetamol,500mg,Dehydration,Clarithromycin,No,As directed by doctor
7665,Paracetamol,250mg,Headache,Zincovit,No,1 tablet at night
7666,Azithromycin,100mg,Diabetes,Cetirizine,No,1 capsule every 8 hrs
7667,Famotidine,400mg,Inflammation,Crocin,No,1 tablet daily
7668,Cetirizine,10ml,Dehydration,Electral,No,1 tablet daily
7669,Metformin,100mg,Fever,Cetirizine,Yes,1 capsule every 8 hrs
7670,Zincovit,200ml,Fever,Dolo,Yes,1 tablet at night
7671,Azithromycin,250mg,Bacterial Infection,Diclofenac,No,1 tablet after meals
7672,Paracetamol,10ml,Diabetes,Glimepiride,Yes,1 capsule every 8 hrs
7673,Ranitidine,500mg,Allergy,Ranitidine,Yes,1 tablet every 6 hrs
7674,Diclofenac,200ml,Bacterial Infection,Dolo,No,1 tablet at night
7675,Diclofenac,400mg,Inflammation,Cetirizine,Yes,1 tablet daily
7676,Famotidine,400mg,Bacterial Infection,Glimepiride,No,As directed by doctor
7677,Vitamin C,100mg,Allergy,Crocin,Yes,1 tablet daily
7678,Ranitidine,400mg,Fever,Electral,No,1 tablet at night
7679,Dolo,10ml,Throat Infection,Paracetamol,No,1 capsule every 8 hrs
7680,Clarithromycin,650mg,Inflammation,Paracetamol,No,1 capsule every 8 hrs
7681,Paracetamol,500mg,Dehydration,ORS,No,1 tablet at night
7682,Zincovit,10ml,Throat Infection,Ranitidine,No,1 tablet daily
7683,Metformin,400mg,Diabetes,Ranitidine,No,1 tablet at night
7684,Crocin,10ml,Allergy,Cetirizine,No,1 tablet at night
7685,Ibuprofen,500mg,Headache,Ranitidine,Yes,1 tablet at night
7686,Cetirizine,10ml,Acidity,Vitamin C,Yes,As directed by doctor
7687,ORS,100mg,Allergy,ORS,No,1 capsule every 8 hrs
7688,ORS,250mg,Bacterial Infection,Paracetamol,No,1 tablet daily
7689,Diclofenac,650mg,Diabetes,Glimepiride,Yes,1 tablet daily
7690,Metformin,100mg,Throat Infection,Crocin,Yes,1 tablet daily
7691,Levocetirizine,400mg,Dehydration,Glimepiride,No,1 tablet daily
7692,Vitamin C,200ml,Fever,Crocin,No,1 capsule every 8 hrs
7693,Famotidine,500mg,Immunity Boost,Diclofenac,No,1 tablet at night
7694,Metformin,400mg,Allergy,Zincovit,Yes,As directed by doctor
7695,Clarithromycin,250mg,Acidity,Insulin,Yes,1 tablet after meals
7696,Clarithromycin,400mg,Allergy,Zincovit,Yes,1 capsule every 8 hrs
7697,Zincovit,400mg,Bacterial Infection,Insulin,Yes,1 capsule every 8 hrs
7698,Cetirizine,650mg,Inflammation,Famotidine,No,1 tablet every 6 hrs
7699,Amoxicillin,400mg,Headache,Metformin,No,As directed by doctor
7700,Vitamin C,10ml,Cold,Ibuprofen,Yes,1 tablet at night
7701,Paracetamol,400mg,Diabetes,Ibuprofen,Yes,1 capsule every 8 hrs
7702,Cetirizine,200ml,Fever,Zincovit,No,1 tablet at night
7703,Ibuprofen,650mg,Pain,Insulin,No,1 tablet at night
7704,Levocetirizine,200ml,Cold,ORS,Yes,1 tablet at night
7705,Zincovit,100mg,Acidity,Paracetamol,No,As directed by doctor
7706,Cetirizine,650mg,Dehydration,ORS,Yes,As directed by doctor
7707,Insulin,100mg,Bacterial Infection,Azithromycin,No,1 tablet daily
7708,Azithromycin,400mg,Headache,Crocin,Yes,1 capsule every 8 hrs
7709,Electral,650mg,Fever,Cetirizine,Yes,1 tablet every 6 hrs
7710,Amoxicillin,10ml,Dehydration,Diclofenac,Yes,1 tablet after meals
7711,ORS,100mg,Pain,Crocin,No,1 tablet at night
7712,Ibuprofen,500mg,Bacterial Infection,Insulin,No,1 tablet after meals
7713,Glimepiride,100mg,Bacterial Infection,Levocetirizine,No,1 tablet daily
7714,Vitamin C,10ml,Throat Infection,Cetirizine,Yes,1 capsule every 8 hrs
7715,Cetirizine,10ml,Inflammation,Zincovit,No,1 tablet after meals
7716,Ranitidine,100mg,Allergy,Paracetamol,Yes,1 tablet after meals
7717,Ibuprofen,650mg,Throat Infection,Crocin,Yes,As directed by doctor
7718,Dolo,10ml,Dehydration,Insulin,No,1 tablet at night
7719,Diclofenac,100mg,Throat Infection,Paracetamol,No,1 tablet daily
7720,Famotidine,500mg,Fever,Vitamin C,No,1 tablet daily
7721,Azithromycin,200ml,Allergy,Levocetirizine,Yes,1 tablet daily
7722,Diclofenac,10ml,Pain,Azithromycin,No,1 tablet daily
7723,ORS,500mg,Acidity,Clarithromycin,Yes,As directed by doctor
7724,Azithromycin,650mg,Fever,Famotidine,No,1 tablet every 6 hrs
7725,Insulin,100mg,Fever,Famotidine,Yes,1 tablet daily
7726,Diclofenac,200ml,Bacterial Infection,Diclofenac,Yes,1 tablet every 6 hrs
7727,Zincovit,650mg,Allergy,Ibuprofen,Yes,1 tablet every 6 hrs
7728,Vitamin C,400mg,Headache,Metformin,Yes,1 tablet at night
7729,Ibuprofen,250mg,Allergy,Levocetirizine,No,1 tablet after meals
7730,Ranitidine,250mg,Diabetes,Glimepiride,Yes,1 tablet after meals
7731,Diclofenac,100mg,Fever,Ranitidine,No,1 capsule every 8 hrs
7732,Vitamin C,250mg,Throat Infection,Vitamin C,Yes,1 capsule every 8 hrs
7733,Paracetamol,650mg,Acidity,Glimepiride,Yes,As directed by doctor
7734,Diclofenac,10ml,Cold,Glimepiride,Yes,1 tablet daily
7735,ORS,500mg,Acidity,ORS,No,1 tablet after meals
7736,Famotidine,400mg,Bacterial Infection,Azithromycin,No,1 capsule every 8 hrs
7737,Ranitidine,400mg,Pain,Dolo,Yes,1 tablet every 6 hrs
7738,Insulin,650mg,Inflammation,Ibuprofen,No,1 tablet at night
7739,Levocetirizine,100mg,Immunity Boost,Vitamin C,Yes,1 tablet daily
7740,Glimepiride,650mg,Headache,Crocin,Yes,As directed by doctor
7741,Ibuprofen,500mg,Allergy,Crocin,Yes,As directed by doctor
7742,Metformin,650mg,Pain,Paracetamol,Yes,As directed by doctor
7743,Paracetamol,400mg,Pain,Crocin,No,As directed by doctor
7744,Metformin,10ml,Throat Infection,Diclofenac,No,1 tablet every 6 hrs
7745,ORS,500mg,Acidity,Amoxicillin,No,1 tablet after meals
7746,Amoxicillin,650mg,Pain,Ranitidine,No,1 tablet at night
7747,Insulin,100mg,Dehydration,Metformin,No,1 tablet every 6 hrs
7748,Diclofenac,100mg,Allergy,Dolo,No,1 capsule every 8 hrs
7749,Insulin,500mg,Acidity,Clarithromycin,Yes,1 tablet daily
7750,Azithromycin,200ml,Headache,Azithromycin,No,1 tablet at night
7751,Electral,200ml,Cold,Diclofenac,No,1 tablet after meals
7752,Clarithromycin,650mg,Cold,Vitamin C,Yes,1 tablet after meals
7753,Levocetirizine,10ml,Immunity Boost,Vitamin C,No,As directed by doctor
7754,Amoxicillin,650mg,Inflammation,Crocin,No,1 capsule every 8 hrs
7755,Ibuprofen,200ml,Headache,Cetirizine,No,1 tablet every 6 hrs
7756,Ranitidine,200ml,Cold,Cetirizine,No,1 tablet daily
7757,Dolo,250mg,Acidity,Vitamin C,No,As directed by doctor
7758,Levocetirizine,10ml,Inflammation,Clarithromycin,No,As directed by doctor
7759,Clarithromycin,250mg,Diabetes,ORS,No,1 capsule every 8 hrs
7760,Metformin,100mg,Throat Infection,Glimepiride,Yes,1 tablet after meals
7761,Zincovit,10ml,Fever,Levocetirizine,Yes,1 capsule every 8 hrs
7762,Amoxicillin,250mg,Diabetes,Dolo,No,1 capsule every 8 hrs
7763,Levocetirizine,200ml,Diabetes,Famotidine,Yes,As directed by doctor
7764,Ibuprofen,650mg,Allergy,Dolo,Yes,1 tablet after meals
7765,Dolo,200ml,Throat Infection,Insulin,No,1 capsule every 8 hrs
7766,Vitamin C,500mg,Inflammation,Glimepiride,Yes,As directed by doctor
7767,Clarithromycin,650mg,Bacterial Infection,Dolo,Yes,1 tablet after meals
7768,Cetirizine,250mg,Fever,Crocin,No,1 tablet after meals
7769,Glimepiride,10ml,Fever,Metformin,No,1 tablet after meals
7770,Diclofenac,200ml,Throat Infection,Amoxicillin,No,1 tablet every 6 hrs
7771,Ibuprofen,400mg,Allergy,Paracetamol,No,1 tablet every 6 hrs
7772,Cetirizine,100mg,Immunity Boost,Electral,No,1 tablet after meals
7773,ORS,400mg,Inflammation,Paracetamol,Yes,1 capsule every 8 hrs
7774,Insulin,500mg,Inflammation,Dolo,No,As directed by doctor
7775,Crocin,250mg,Inflammation,Levocetirizine,No,1 tablet after meals
7776,Crocin,200ml,Dehydration,Electral,No,1 tablet daily
7777,Cetirizine,100mg,Acidity,Dolo,Yes,As directed by doctor
7778,Amoxicillin,500mg,Diabetes,Metformin,No,1 tablet at night
7779,Ranitidine,100mg,Bacterial Infection,Paracetamol,No,1 tablet after meals
7780,Famotidine,250mg,Diabetes,Paracetamol,No,As directed by doctor
7781,Dolo,500mg,Allergy,Amoxicillin,Yes,1 capsule every 8 hrs
7782,Paracetamol,10ml,Throat Infection,Cetirizine,No,1 tablet every 6 hrs
7783,Amoxicillin,500mg,Immunity Boost,Levocetirizine,No,1 tablet at night
